age;mp;fg;fga;fgp;three;threeatt;threep;ft;fta;ftp;orb;drb;trb;ast;stl;blk;tov;pts;game_score;player
25-266;42:00:00;18;33;.545;2;4;.500;14;16;.875;0;3;3;2;9;2;2;52;44.4;0
25-268;41:00:00;14;24;.583;0;1;.000;8;11;.727;1;5;6;3;3;4;6;36;26.9;0
25-269;43:00:00;17;31;.548;0;3;.000;8;12;.667;2;5;7;6;3;1;1;42;34.5;0
25-272;43:00:00;14;27;.519;0;0;;5;6;.833;1;5;6;6;5;1;3;33;27.6;0
25-273;43:00:00;24;29;.828;0;1;.000;4;4;1.000;3;6;9;1;4;2;4;52;46.5;0
25-275;49:00:00;12;21;.571;0;0;;10;13;.769;1;8;9;9;1;0;6;34;25.7;0
25-279;38:00:00;16;20;.800;0;0;;0;0;;1;10;11;8;1;1;2;32;32.2;0
25-280;41:00:00;7;15;.467;1;2;.500;11;12;.917;2;10;12;7;5;4;6;26;27.4;0
25-283;44:00:00;19;27;.704;3;5;.600;11;14;.786;2;9;11;7;1;0;6;52;42.3;0
25-286;43:00:00;11;24;.458;0;1;.000;4;4;1.000;2;8;10;7;4;0;3;26;22.1;0
25-287;39:00:00;11;25;.440;0;1;.000;11;13;.846;4;4;8;5;2;1;3;33;25.9;0
